"","Squad","Comp","Player","Nation","Pos","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG"
"2860","Sevilla","La Liga","Carmona","ESP","DF",16,21,40,21,21,22,22,28,50,93,64,29,22,31,33,20,15,13,36,13,2,1
"2861","Sevilla","La Liga","Jesús Corona","MEX","FW",3,1,10,1,1,6,9,18,22,17,80,29,9,2,63,90,95,3,1,58,71,84
"2863","Sevilla","La Liga","Thomas Delaney","DEN","MF",12,12,20,12,12,11,9,18,56,87,70,2,9,19,33,6,5,8,20,25,2,1
"2864","Sevilla","La Liga","Marko Dmitrović","SRB","GK",26,48,96,47,48,46,100,75,22,99,97,83,55,31,82,80,95,51,39,72,69,91
"2865","Sevilla","La Liga","Kasper Dolberg","DEN","FW",4,6,34,6,6,11,40,28,22,63,73,6,9,5,59,59,61,4,9,39,5,4
"2866","Sevilla","La Liga","Youssef En-Nesyri","MAR","FW",81,64,42,64,65,61,43,56,91,72,64,59,69,60,73,67,86,68,63,69,63,89
"2867","Sevilla","La Liga","Fernando","BRA","MF,DF",49,61,73,61,61,66,63,73,32,17,45,65,73,57,80,74,93,57,58,50,52,70
"2868","Sevilla","La Liga","Papu Gómez","ARG","MF,FW",38,40,44,40,40,39,59,52,69,67,59,29,32,39,38,39,37,48,45,56,56,72
"2869","Sevilla","La Liga","Nemanja Gudelj","SRB","DF,MF",90,95,95,94,95,93,92,98,32,84,45,53,85,95,19,42,18,87,94,30,48,72
"2870","Sevilla","La Liga","Pape Gueye","SEN","MF",29,43,73,43,44,52,40,60,12,93,20,62,46,52,38,40,39,49,45,59,58,76
"2873","Sevilla","La Liga","Isco","ESP","MF,FW",21,32,64,32,33,39,36,48,22,79,20,17,30,39,33,30,27,24,41,18,12,6
"2875","Sevilla","La Liga","Adnan Januzaj","BEL","FW",1,0,5,0,0,6,2,18,12,1,87,1,2,1,59,59,61,0,0,54,15,14
"2876","Sevilla","La Liga","Joan Jordán","ESP","MF",52,62,68,62,62,66,51,73,41,79,59,48,53,75,17,30,17,59,75,18,31,22
"2877","Sevilla","La Liga","Érik Lamela","ARG","FW,MF",81,67,47,67,67,66,47,64,85,67,45,48,60,73,28,41,36,62,79,17,31,19
"2879","Sevilla","La Liga","Marcão","BRA","DF",5,15,79,15,15,19,100,48,12,21,52,58,12,13,48,34,33,8,15,34,12,10
"2880","Sevilla","La Liga","Rafa Mir","ESP","FW",58,48,33,48,48,55,24,56,78,24,87,43,50,60,33,38,35,53,54,49,50,63
"2881","Sevilla","La Liga","Gonzalo Montiel","ARG","DF",66,59,45,59,59,58,51,64,82,63,70,51,53,75,17,29,16,58,69,25,38,33
"2882","Sevilla","La Liga","Jesús Navas","ESP","DF,FW",81,72,54,72,72,71,51,75,78,72,59,65,77,68,78,69,92,67,70,45,51,70
"2883","Sevilla","La Liga","Tanguy Nianzou","FRA","DF",38,52,75,52,53,58,51,73,22,92,77,49,48,71,17,26,14,47,62,19,28,18
"2884","Sevilla","La Liga","Lucas Ocampos","ARG","FW,MF",41,47,54,47,47,43,76,56,69,84,45,69,58,55,59,59,65,51,42,68,65,87
"2887","Sevilla","La Liga","Ivan Rakitić","CRO","MF",81,68,48,68,69,71,36,70,78,63,59,59,64,68,48,51,59,68,79,27,41,41
"2888","Sevilla","La Liga","Karim Rekik","NED","DF",32,48,77,48,48,55,47,70,12,63,73,56,53,45,66,64,77,50,40,69,66,87
"2892","Sevilla","La Liga","Suso","ESP","MF,FW",55,42,25,41,42,39,19,28,91,67,80,69,50,39,70,68,81,49,32,78,78,97
"2893","Sevilla","La Liga","Alex Telles","BRA","DF",62,55,40,54,55,55,43,56,82,54,52,49,48,63,25,35,28,48,65,17,27,16
"2894","Sevilla","La Liga","Óliver Torres","ESP","MF,FW",81,77,63,76,77,84,40,56,50,48,70,54,77,77,66,62,82,73,79,41,50,68
"2895","Sevilla","La Liga","Enrique Valiente","ESP","DF",8,14,54,14,15,19,32,37,22,95,83,29,22,13,63,67,75,12,18,36,15,12
"2896","Southampton","Premier League","Che Adams","SCO","FW",70,75,71,73,75,77,68,77,50,54,34,12,53,92,3,14,43,65,84,12,31,84
"2897","Southampton","Premier League","Carlos Alcaraz","ARG","MF,FW",38,41,47,40,42,49,24,37,50,63,45,13,46,68,17,19,60,36,61,10,8,21
"2899","Southampton","Premier League","Joe Aribo","NGA","MF,FW",46,49,48,48,49,49,47,43,69,79,77,7,41,65,15,21,66,39,44,35,41,89
"2900","Southampton","Premier League","Adam Armstrong","ENG","FW,MF",77,53,28,51,53,52,32,18,95,44,59,16,50,65,25,34,88,39,64,10,16,41
"2901","Southampton","Premier League","Stuart Armstrong","SCO","MF,FW",85,56,26,54,56,52,24,18,96,63,52,7,38,84,4,7,18,46,76,7,12,27
"2906","Southampton","Premier League","James Bree","ENG","DF",5,14,75,14,15,19,76,37,12,88,34,1,22,34,28,6,26,11,24,25,3,7
"2908","Southampton","Premier League","Duje Ćaleta-Car","CRO","DF",24,38,75,37,38,36,85,60,41,96,89,12,27,42,25,26,74,27,39,23,24,61
"2909","Southampton","Premier League","Ibrahima Diallo","FRA","MF",38,33,30,32,34,43,17,48,64,10,87,17,18,52,11,5,18,18,37,15,9,25
"2910","Southampton","Premier League","Moussa Djenepo","MLI","DF,FW",32,29,26,28,29,30,47,37,74,38,83,9,24,39,25,19,57,20,28,30,25,62
"2912","Southampton","Premier League","Samuel Edozie","ENG","FW,MF",35,23,13,22,23,22,22,18,85,38,45,2,18,25,38,27,73,23,18,61,63,96
"2913","Southampton","Premier League","Mohamed Elyounoussi","NOR","MF,FW",90,80,63,79,80,87,40,67,56,59,59,13,62,95,3,17,55,61,88,6,23,63
"2915","Southampton","Premier League","Juan Larios","ESP","DF",5,4,10,4,4,11,2,18,32,44,59,8,5,5,54,29,72,3,5,49,18,48
"2916","Southampton","Premier League","Roméo Lavia","BEL","MF",73,82,83,80,82,84,68,80,32,84,20,12,73,97,4,19,64,68,94,4,20,51
"2918","Southampton","Premier League","Lyanco","BRA","DF",46,48,45,46,48,43,92,67,78,54,77,19,43,71,13,18,56,42,61,15,20,51
"2919","Southampton","Premier League","Ainsley Maitland-Niles","ENG","DF,MF",49,56,60,53,56,49,85,60,74,88,64,9,48,80,9,17,53,50,60,28,38,87
"2920","Southampton","Premier League","Sekou Mara","FRA","FW,MF",49,22,6,21,22,19,5,18,96,33,85,13,22,28,38,26,72,14,24,28,15,39
"2923","Southampton","Premier League","Paul Onuachu","NGA","FW",19,16,18,15,16,19,12,18,64,54,59,4,12,19,38,19,57,11,15,43,30,69
"2926","Southampton","Premier League","Romain Perraud","FRA","DF",73,70,58,68,70,74,51,75,64,24,45,8,46,86,5,16,51,54,79,9,24,65
"2929","Southampton","Premier League","Mohammed Salisu","GHA","DF",49,75,100,73,75,71,100,90,12,100,59,13,58,92,5,17,54,59,74,20,38,94
"2931","Southampton","Premier League","Kamaldeen Sulemana","GHA","FW,MF",38,39,42,38,39,39,43,37,69,72,20,7,35,55,19,20,62,35,49,22,23,59
"2933","Southampton","Premier League","Theo Walcott","ENG","FW,MF",44,46,45,44,46,49,29,37,64,79,80,7,46,79,9,10,35,39,65,9,9,24
"2934","Southampton","Premier League","Kyle Walker-Peters","ENG","DF",81,94,97,91,94,93,92,97,12,44,34,11,77,99,2,18,65,75,98,1,16,23
"2936","Spezia","Serie A","Kevin Agudelo","COL","MF,FW",93,80,58,79,80,77,51,56,82,87,34,14,58,90,6,22,53,66,91,5,20,21
"2937","Spezia","Serie A","Kelvin Amian","FRA","DF",73,83,87,83,84,81,85,93,41,87,20,14,58,92,5,21,49,77,93,12,33,72
"2939","Spezia","Serie A","Simone Bastoni","ITA","MF,DF",41,48,58,48,48,55,36,43,41,54,45,21,38,60,17,23,56,41,46,35,41,78
"2942","Spezia","Serie A","Mehdi Bourabia","MAR","MF",98,94,79,93,94,99,43,75,12,87,34,19,71,97,5,25,79,81,98,5,27,36
"2943","Spezia","Serie A","Mattia Caldara","ITA","DF",44,50,58,50,50,49,89,73,64,28,91,34,32,60,13,20,48,36,73,4,5,3
"2949","Spezia","Serie A","Albin Ekdal","SWE","MF",77,67,48,66,67,64,55,64,85,72,34,29,43,75,11,24,61,69,72,50,53,96
"2950","Spezia","Serie A","Mikael Ellertsson","ISL","MF,DF",19,5,1,5,5,6,12,18,78,9,70,29,2,16,28,0,1,3,10,35,1,2
"2951","Spezia","Serie A","Salvatore Esposito","ITA","MF",26,36,58,35,36,36,72,56,50,72,64,6,22,48,15,12,31,36,33,52,52,86
"2955","Spezia","Serie A","Emil Holm","SWE","DF",44,55,70,55,55,61,55,67,32,21,52,21,43,65,17,26,67,45,63,17,27,50
"2956","Spezia","Serie A","Petko Hristov","BUL","DF",14,14,23,14,15,19,19,37,50,38,77,7,18,28,33,10,29,9,17,32,9,18
"2959","Spezia","Serie A","Viktor Kovalenko","UKR","MF",38,22,10,22,22,30,3,18,82,24,77,21,14,28,28,16,41,14,19,38,30,57
"2961","Spezia","Serie A","Daniel Maldini","ITA","FW,MF",38,25,15,25,26,19,4,18,91,82,80,8,18,31,28,20,49,23,32,30,22,39
"2965","Spezia","Serie A","Dimitris Nikolaou","GRE","DF",96,97,93,97,97,98,89,98,22,3,20,21,71,98,3,23,73,84,98,6,29,59
"2966","Spezia","Serie A","M'Bala Nzola","ANG","FW",77,92,97,91,92,90,94,97,22,92,20,24,67,92,8,30,93,77,96,6,26,36
"2969","Spezia","Serie A","Arkadiusz Reca","POL","DF",73,78,73,78,78,77,72,84,56,82,34,14,58,87,8,25,69,66,84,14,33,68
"2970","Spezia","Serie A","Jacopo Sala","ITA","MF",8,2,2,2,2,6,15,18,50,6,97,17,2,10,38,0,1,0,6,35,0,0
"2973","Spezia","Serie A","Eldor Shomurodov","UZB","FW",26,33,48,33,33,36,59,56,50,28,52,9,22,45,17,12,32,32,32,48,48,82
"2974","Spezia","Serie A","Dávid Strelec","SVK","FW",10,5,5,5,5,6,5,18,56,38,85,7,9,13,42,5,15,5,11,37,2,4
"2975","Spezia","Serie A","Daniele Verde","ITA","FW,MF",55,40,23,40,40,43,9,18,88,63,73,9,27,52,15,16,39,41,48,34,38,70
"2976","Spezia","Serie A","Przemysław Wiśniewski","POL","DF",24,37,70,36,37,39,100,70,32,2,64,18,27,50,17,16,39,37,31,61,61,94
"2977","Spezia","Serie A","Jeroen Zoet","NED","GK",4,9,54,9,9,15,13,37,12,99,98,65,18,5,70,92,99,17,7,70,93,99
"2979","Spezia","Serie A","Szymon Żurkowski","POL","MF",14,13,19,13,13,11,19,28,64,82,45,60,14,13,54,44,81,14,15,48,36,64
"2980","Strasbourg","Ligue 1","Jean-Eudes Aholou","CIV","MF",73,51,26,51,51,58,17,28,88,28,64,32,50,60,33,39,39,54,53,58,57,78
"2981","Strasbourg","Ligue 1","Ludovic Ajorque","FRA","FW",24,31,50,31,31,36,47,48,41,44,34,8,38,50,28,25,21,31,36,36,35,38
"2982","Strasbourg","Ligue 1","Jean-Ricner Bellegarde","FRA","MF",73,85,91,85,85,90,68,88,12,90,20,34,85,94,25,43,38,81,91,23,42,46
"2984","Strasbourg","Ligue 1","Colin Dagba","FRA","DF",44,37,30,36,37,43,9,18,74,67,70,58,32,31,54,51,58,38,34,58,58,76
"2985","Strasbourg","Ligue 1","Thomas Delaine","FRA","DF,MF",32,41,60,41,42,46,36,37,41,91,59,29,53,48,63,62,72,43,47,41,44,54
"2986","Strasbourg","Ligue 1","Habib Diallo","SEN","FW",98,96,83,96,96,95,89,96,50,48,20,29,90,96,33,48,61,91,98,21,43,51
"2987","Strasbourg","Ligue 1","Mouhamadou Diarra","SEN","MF,FW",70,60,44,59,60,61,40,52,82,63,70,42,69,68,63,60,75,63,58,65,61,86
"2989","Strasbourg","Ligue 1","Ismaël Doukouré","FRA","DF,MF",66,81,93,81,81,80,89,89,32,95,80,39,79,82,59,59,80,75,77,57,56,89
"2991","Strasbourg","Ligue 1","Kévin Gameiro","FRA","FW",90,77,55,77,77,77,59,64,78,54,34,29,73,84,28,44,42,73,89,13,32,17
"2992","Strasbourg","Ligue 1","Frederic Guilbert","FRA","DF,MF",35,54,91,54,54,58,72,75,12,98,20,50,62,63,54,53,62,56,45,74,68,93
"2996","Strasbourg","Ligue 1","Maxime Le Marchand","FRA","DF",62,76,85,75,76,77,76,88,32,79,34,42,71,80,38,47,53,72,86,20,38,32
"2997","Strasbourg","Ligue 1","Dimitri Liénard","FRA","DF,MF",70,60,44,60,60,64,40,64,78,38,45,44,50,65,25,36,32,54,75,13,25,12
"2998","Strasbourg","Ligue 1","Lebo Mothiba","RSA","FW,MF",41,17,4,17,17,15,13,18,95,21,89,44,35,25,66,75,84,20,22,43,32,35
"3001","Strasbourg","Ligue 1","Gerzino Nyamsi","FRA","DF",41,59,85,58,59,64,68,81,12,21,34,13,64,82,19,31,22,59,74,19,31,24
"3002","Strasbourg","Ligue 1","Lucas Perrin","FRA","DF",62,68,66,67,68,64,92,84,69,59,70,45,77,73,73,66,89,70,77,36,47,62
"3003","Strasbourg","Ligue 1","Ronaël Pierre-Gabriel","FRA","DF",26,26,31,26,27,30,25,37,64,59,45,12,24,45,19,9,7,25,34,28,20,16
"3004","Strasbourg","Ligue 1","Sanjin Prcić","BIH","MF",70,62,47,62,62,61,43,56,82,72,73,29,73,88,19,32,23,55,85,5,11,2
"3011","Strasbourg","Ligue 1","Ibrahima Sissoko","FRA","MF",58,50,37,50,51,46,43,52,88,75,45,43,53,52,54,53,62,49,55,36,43,53
"3012","Strasbourg","Ligue 1","Eduard Sobol","UKR","DF",26,34,50,34,34,36,63,52,50,44,34,44,46,39,63,63,72,38,28,70,70,90
"3014","Strasbourg","Ligue 1","Adrien Thomasson","FRA","MF",29,38,55,37,38,39,63,56,50,67,20,13,24,50,15,14,8,35,50,21,20,14
"3018","Stuttgart","Bundesliga","Gil Bastião Dias","POR","FW",10,15,47,16,15,26,6,18,12,98,52,7,12,22,33,12,14,10,11,50,42,27
"3023","Stuttgart","Bundesliga","Lilian Egloff","GER","MF,FW",16,9,5,10,9,11,10,18,69,21,93,21,22,16,59,59,72,16,9,67,87,92
"3025","Stuttgart","Bundesliga","Chris Führich","GER","FW,MF",90,72,47,76,72,71,29,28,85,87,20,22,71,86,22,38,48,72,75,50,54,28
"3027","Stuttgart","Bundesliga","Sehrou Guirassy","GUI","FW",49,64,79,68,64,68,63,73,22,33,34,30,66,83,19,33,36,67,65,62,59,49
"3028","Stuttgart","Bundesliga","Genki Haraguchi","JPN","MF",19,30,66,33,30,36,59,43,22,13,64,22,30,45,25,20,22,33,32,52,50,35
"3030","Stuttgart","Bundesliga","Hiroki Ito","JPN","DF",77,92,97,96,92,91,92,98,12,24,34,24,82,94,19,41,63,89,89,69,61,58
"3032","Stuttgart","Bundesliga","Atakan Karazor","GER","MF",73,74,66,79,74,74,85,84,64,9,52,29,75,87,25,41,56,74,77,51,54,29
"3033","Stuttgart","Bundesliga","Thomas Kastanaras","GRE","FW,DF",4,1,1,1,1,6,2,18,32,6,87,2,2,8,42,0,0,2,1,58,73,72
"3034","Stuttgart","Bundesliga","Silas Katompa","COD","FW,MF",77,75,63,80,75,77,51,56,64,75,20,34,76,80,54,53,90,74,68,74,64,71
"3037","Stuttgart","Bundesliga","Konstantinos Mavropanos","GRE","DF",70,83,93,89,84,84,89,95,22,9,20,29,79,94,13,34,29,85,84,70,62,61
"3038","Stuttgart","Bundesliga","Enzo Millot","FRA","MF",52,36,20,39,36,36,32,37,91,28,70,30,43,52,33,32,40,42,44,44,45,26
"3041","Stuttgart","Bundesliga","Nikolas Nartey","DEN","DF,MF",14,19,40,20,19,22,63,28,41,28,91,21,27,22,59,59,73,20,20,50,44,28
"3042","Stuttgart","Bundesliga","Juan Perea","COL","FW",32,16,7,18,16,15,5,18,88,38,92,6,14,19,42,26,34,22,18,58,60,53
"3043","Stuttgart","Bundesliga","Luca Pfeiffer","GER","FW",41,28,18,31,29,26,51,18,88,33,73,23,35,39,42,37,50,39,28,71,75,79
"3046","Stuttgart","Bundesliga","Borna Sosa","CRO","DF",58,74,85,79,74,74,81,84,32,67,20,33,77,89,25,41,56,79,73,76,67,78
"3047","Stuttgart","Bundesliga","Pascal Stenzel","GER","DF",21,13,8,14,13,15,47,28,74,9,93,53,24,22,54,43,56,23,11,73,92,96
"3048","Stuttgart","Bundesliga","Tiago Tomás","POR","FW,MF",66,51,33,55,51,58,13,37,82,59,34,24,60,73,28,36,46,56,55,56,56,40
"3050","Stuttgart","Bundesliga","Josha Vagnoman","GER","DF",52,58,60,62,58,58,76,73,64,38,59,34,60,63,48,50,74,66,54,77,71,81
"3051","Stuttgart","Bundesliga","Dan-Axel Zagadou","FRA","DF",35,50,79,54,51,52,85,73,32,44,64,31,53,71,22,30,33,55,58,43,48,25
"3052","Torino","Serie A","Ola Aina","NGA","DF",38,34,31,34,34,36,40,48,74,33,52,70,32,19,70,70,70,37,26,70,71,76
"3053","Torino","Serie A","Brian Bayeye","FRA","DF",1,0,12,0,1,6,3,18,12,6,100,29,2,5,48,1,1,0,0,53,16,7
"3055","Torino","Serie A","Alessandro Buongiorno","ITA","DF",90,93,89,92,93,91,81,95,41,95,45,60,84,77,78,66,86,78,76,67,60,62
"3058","Torino","Serie A","Koffi Djidji","CIV","DF",93,88,71,87,88,84,89,89,69,48,45,54,71,79,42,50,23,73,76,52,54,31
"3063","Torino","Serie A","Gvidas Gineitis","LTU","MF",3,3,28,3,3,11,19,28,12,1,96,3,2,2,54,26,18,1,2,51,25,12
"3064","Torino","Serie A","Andrew Gravillon","GLP","DF",10,12,26,12,12,19,24,18,32,9,83,29,12,13,48,29,20,8,11,44,27,13
"3065","Torino","Serie A","Ivan Ilić","SRB","MF",24,44,96,44,44,46,92,67,12,94,34,75,53,31,80,79,87,41,22,80,79,90
"3066","Torino","Serie A","Emirhan İlkhan","TUR","MF",4,1,3,1,1,6,10,18,32,5,85,95,5,5,54,15,9,3,3,52,15,7
"3067","Torino","Serie A","Yann Karamoh","FRA","MF,FW",44,28,14,27,28,30,10,18,88,33,80,51,30,22,63,63,57,31,16,76,83,91
"3068","Torino","Serie A","Valentino Lazaro","AUT","DF",52,54,52,54,55,55,59,56,69,54,52,41,50,48,59,59,47,46,50,39,46,25
"3069","Torino","Serie A","Karol Linetty","POL","MF",81,71,52,71,71,74,43,70,74,48,64,60,62,71,38,47,26,65,62,61,58,52
"3070","Torino","Serie A","Saša Lukić","SRB","MF",32,48,79,48,48,49,89,75,32,59,20,31,41,50,33,38,21,39,47,31,39,16
"3072","Torino","Serie A","Aleksei Miranchuk","RUS","MF",70,75,71,74,75,77,63,73,50,72,34,59,75,63,78,68,78,60,58,59,57,46
"3074","Torino","Serie A","Michel Ndary Adopo","FRA","MF,DF",14,10,9,10,10,15,19,18,56,7,99,85,12,8,59,59,49,8,8,50,38,24
"3075","Torino","Serie A","Pietro Pellegri","ITA","FW",35,18,8,18,18,19,8,18,88,24,77,50,27,13,70,80,81,17,14,59,60,56
"3076","Torino","Serie A","Nemanja Radonjić","SRB","MF,FW",70,58,39,57,58,58,47,48,85,44,45,42,53,50,59,59,46,51,48,59,58,50
"3077","Torino","Serie A","Samuele Ricci","ITA","MF",66,75,77,75,75,74,81,81,50,79,52,69,73,57,80,70,82,65,61,64,59,56
"3078","Torino","Serie A","Ricardo Rodríguez","SUI","DF",93,93,83,92,93,91,85,92,50,75,45,56,80,79,70,62,64,80,77,71,61,70
"3079","Torino","Serie A","Antonio Sanabria","PAR","FW",85,85,75,85,85,87,68,73,50,67,45,56,75,79,54,54,36,76,70,75,64,78
"3080","Torino","Serie A","Perr Schuurs","NED","DF",73,82,83,81,82,87,68,90,22,17,59,62,69,75,48,52,32,71,65,73,63,73
"3081","Torino","Serie A","Demba Seck","SEN","MF,FW",38,20,8,20,20,26,13,18,85,7,94,49,9,13,42,31,20,13,16,44,38,22
"3083","Torino","Serie A","Wilfried Singo","CIV","DF",77,74,63,74,75,77,51,67,64,63,52,55,69,71,59,59,45,61,61,52,54,37
"3085","Torino","Serie A","Nikola Vlašić","CRO","MF,FW",90,93,89,93,93,90,89,93,50,96,20,57,80,77,73,64,72,80,83,55,56,30
"3086","Torino","Serie A","Mërgim Vojvoda","KVX","DF",70,64,50,64,65,61,68,75,82,63,70,65,66,55,73,67,69,63,50,77,70,81
"3088","Torino","Serie A","David Zima","CZE","DF",14,15,28,15,16,19,72,43,50,21,80,68,22,13,63,67,62,14,16,44,33,18
"3091","Tottenham","Premier League","Rodrigo Bentancur","URU","MF",38,59,95,57,59,61,85,70,12,90,20,85,80,65,84,79,82,69,53,82,77,79
"3092","Tottenham","Premier League","Yves Bissouma","MLI","MF",52,41,26,39,41,39,63,48,88,21,45,68,58,55,59,59,39,44,37,66,64,46
"3093","Tottenham","Premier League","Bryan","ESP","MF,FW",4,4,18,4,4,11,22,18,22,2,87,65,18,2,73,100,100,5,1,64,89,90
"3095","Tottenham","Premier League","Arnaut Danjuma","NED","FW,MF",14,5,2,5,5,6,13,18,69,13,77,15,22,13,63,78,71,12,5,66,94,95
"3096","Tottenham","Premier League","Ben Davies","WAL","DF",81,83,77,81,84,84,89,90,50,3,45,70,92,83,86,75,86,85,70,86,74,84
"3098","Tottenham","Premier League","Eric Dier","ENG","DF",90,97,97,95,97,95,100,99,22,38,52,77,99,98,85,70,87,96,95,78,65,37
"3099","Tottenham","Premier League","Matt Doherty","IRL","DF,MF",21,27,45,26,27,30,68,37,50,33,80,53,38,25,70,74,66,26,22,59,59,37
"3100","Tottenham","Premier League","Emerson","BRA","DF",62,67,64,65,67,68,68,75,56,21,45,77,82,71,82,75,76,72,57,81,73,74
"3101","Tottenham","Premier League","Fraser Forster","ENG","GK",26,49,99,48,49,49,100,77,12,98,98,50,69,65,66,64,49,59,51,70,67,52
"3102","Tottenham","Premier League","Son Heung-min","KOR","MF,FW",98,98,89,96,98,98,81,89,32,54,20,69,98,99,66,60,17,96,95,80,66,47
"3105","Tottenham","Premier League","Dejan Kulusevski","SWE","MF,FW",77,78,68,75,78,77,63,52,64,79,20,70,90,91,66,62,39,81,79,68,61,31
"3106","Tottenham","Premier League","Clément Lenglet","FRA","DF",62,76,85,74,76,80,72,80,22,6,85,66,92,86,85,76,82,87,75,84,75,80
"3108","Tottenham","Premier League","Pape Matar Sarr","SEN","MF,FW",19,7,2,7,7,11,2,18,74,13,92,60,22,31,33,2,1,12,14,46,20,6
"3111","Tottenham","Premier League","Ivan Perišić","CRO","DF,MF",93,79,55,76,79,77,72,70,82,33,52,58,89,94,38,47,13,84,85,60,58,21
"3112","Tottenham","Premier League","Pedro Porro","ESP","DF,MF",29,46,79,44,46,49,85,56,22,6,45,43,58,71,28,34,12,54,54,54,54,26
"3113","Tottenham","Premier League","Richarlison","BRA","MF,FW",66,41,18,39,41,46,13,28,93,21,45,69,62,50,73,72,65,51,40,71,70,61
"3114","Tottenham","Premier League","Cristian Romero","ARG","DF",66,86,100,83,86,84,100,96,12,88,20,69,93,92,76,66,53,89,86,74,64,36
"3115","Tottenham","Premier League","Davinson Sánchez","COL","DF",38,35,33,34,35,33,63,52,78,48,96,65,53,48,63,62,46,42,33,69,69,58
"3117","Tottenham","Premier League","Ryan Sessegnon","ENG","DF",35,33,33,32,33,36,40,43,69,28,59,73,50,42,66,67,55,39,28,71,72,62
"3118","Tottenham","Premier League","Oliver Skipp","ENG","MF",52,59,61,57,59,64,68,64,50,2,83,59,71,75,54,53,31,66,61,66,62,39
"3120","Tottenham","Premier League","Japhet Tanganga","ENG","DF",4,4,18,4,4,11,25,18,22,1,99,48,9,13,42,3,2,3,8,41,2,1
"3122","Toulouse","Ligue 1","Zakaria Aboukhlal","MAR","FW,MF",98,89,66,88,89,90,59,75,69,72,20,45,85,94,22,42,32,88,93,35,49,59
"3124","Toulouse","Ligue 1","Yanis Begraoui","FRA","FW,MF",3,0,3,1,1,6,2,18,22,7,85,1,5,10,42,0,0,0,4,43,0,0
"3125","Toulouse","Ligue 1","Veljko Birmančević","SRB","FW,MF",55,15,1,15,15,6,3,18,100,17,73,33,18,28,33,11,9,13,24,27,5,3
"3126","Toulouse","Ligue 1","Fares Chaïbi","ALG","FW,MF",96,82,60,82,82,77,63,64,85,90,20,41,87,77,84,72,98,83,87,48,53,72
"3127","Toulouse","Ligue 1","Logan Costa","CPV","DF",5,12,61,12,12,15,100,43,22,79,100,16,5,13,38,12,11,8,20,27,3,2
"3128","Toulouse","Ligue 1","Thijs Dallinga","NED","FW",98,85,61,85,85,90,40,52,69,90,20,45,79,87,38,48,58,85,89,50,54,77
"3129","Toulouse","Ligue 1","Brecht Dejaegere","BEL","MF",77,69,52,69,69,81,17,18,50,72,52,41,80,77,73,66,89,74,77,56,56,74
"3130","Toulouse","Ligue 1","Branco van den Boomen","NED","MF",93,97,96,97,97,96,92,97,22,79,20,36,90,98,15,39,9,92,98,26,47,40
"3131","Toulouse","Ligue 1","Mikkel Desler","DEN","DF",66,83,96,82,83,84,85,88,12,82,34,55,85,86,63,60,85,86,87,62,58,87
"3132","Toulouse","Ligue 1","Moussa Diarra","MLI","DF",49,46,39,46,46,43,81,60,82,33,89,67,48,52,42,45,48,38,55,17,22,10
"3135","Toulouse","Ligue 1","Denis Genreau","AUS","MF",41,24,11,24,24,26,25,18,88,13,83,59,18,16,54,48,55,22,24,43,39,37
"3139","Toulouse","Ligue 1","Waren Kamanzi","NOR","DF",16,23,48,23,23,26,81,52,41,24,83,58,22,22,48,41,44,24,29,35,27,21
"3140","Toulouse","Ligue 1","Kévin Keben Biakolo","CMR","DF",19,14,13,14,14,19,19,37,64,13,77,17,5,22,25,4,3,8,17,31,7,4
"3141","Toulouse","Ligue 1","Christian Mawissa","FRA","DF",1,2,34,2,2,6,100,28,12,5,64,65,5,16,33,0,0,4,5,51,15,12
"3145","Toulouse","Ligue 1","Ado Onaiwu","JPN","FW",90,41,11,41,42,33,12,18,100,44,59,42,38,57,19,22,14,38,47,29,32,24
"3146","Toulouse","Ligue 1","Rafael Ratão","BRA","FW,MF",73,69,58,69,69,81,19,28,41,84,34,46,79,82,59,59,73,76,72,73,65,91
"3148","Toulouse","Ligue 1","Vincent Sierro","SUI","MF",26,23,23,23,23,26,47,37,69,21,34,38,14,19,42,34,34,25,20,60,62,75
"3150","Toulouse","Ligue 1","Stijn Spierings","NED","MF",98,99,99,100,100,99,94,99,12,54,34,48,94,98,33,49,85,96,99,36,51,96
"3151","Toulouse","Ligue 1","Gabriel Suazo","CHI","DF",35,47,68,47,47,49,89,73,41,7,20,46,46,48,48,48,55,54,49,65,62,79
"3152","Toulouse","Ligue 1","Issiaga Sylla","GUI","DF",35,54,91,54,54,58,76,73,12,79,20,50,66,65,59,59,69,57,57,55,55,67
"3155","Toulouse","Ligue 1","Oliver Zandén","SWE","DF,MF",5,4,9,4,4,6,9,18,41,48,77,43,2,13,33,1,0,3,8,40,2,2
"3157","Troyes","Ligue 1","Lucien Agoume","FRA","MF",29,44,75,44,44,52,51,64,12,6,70,3,30,77,5,4,11,35,69,6,4,35
"3159","Troyes","Ligue 1","Thierno Balde","FRA","DF",77,78,68,77,78,80,72,77,56,21,34,9,71,98,3,14,42,61,96,1,7,66
