"","Squad_1","Squad_2","Comp_1","Comp_2","Player","Mins_Per_90","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial"
"2202","Lille","Paris S-G","Ligue 1","Ligue 1","Renato Sanches",-24.6666666666667,-38.6666666666667,-3.66666666666667,-2,-15.3333333333333,-33,-24,-50.6666666666667,-10,-31.3333333333333,0,0,0,-30.6666666666667,-9.33333333333334,-27.6666666666667,38.6666666666667
"2203","Nîmes","Troyes","Ligue 1","Ligue 1","Renaud Ripart",-28.1666666666667,17.6666666666667,0,0,-6.33333333333333,-12.8333333333333,-1.66666666666667,-8.5,-18.1666666666667,-11.3333333333333,5,0,0,-23,-10.5,-3.83333333333333,-1.83333333333334
"2204","Cardiff City","Toulouse","Premier League","Ligue 1","Rhys Healey",0,0,0,0,-6,-6,0,-18,0,0,0,0,0,3,5,-7,43
"2205","Milan","Torino","Serie A","Serie A","Ricardo Rodríguez",2.66666666666666,-3,-4,-2,4.66666666666667,-15.6666666666667,-15,4,12.6666666666667,10.6666666666667,0,0,0,6,9.33333333333333,4.33333333333334,2.66666666666666
"2206","Roma","Genoa","Serie A","Serie A","Riccardo Calafiori",-1.5,-14,0,0,-6,-5.5,0,-9,4.5,-10,0,0,0,-7.5,-2.5,-9,45.5
"2207","Parma","Salernitana","Serie A","Serie A","Riccardo Gagliolo",-37.6666666666667,-36.6666666666667,0,0,-47.3333333333333,-37.6666666666667,-9,-14,-13,-28.6666666666667,0,-11.3333333333333,-1.66666666666667,-29.6666666666667,-17,-32,16.3333333333333
"2208","Spezia","Empoli","Serie A","Serie A","Riccardo Marchizza",-6,0,0,0,4,-33,-6,-10,-2,10,0,-14,5,-5,-31,-20,-24
"2209","Empoli","Sassuolo","Serie A","Serie A","Riccardo Marchizza",-35,-54,0,0,-32,-16,-9,-15,-32,-41,0,0,-5,-45,-7,-18,47
"2210","Atalanta","Bologna","Serie A","Serie A","Riccardo Orsolini",53.1666666666667,30,2,1,42.3333333333333,62.1666666666667,18.5,39.5,36.6666666666667,42.5,-6.16666666666667,4.66666666666667,0,47.8333333333333,42.8333333333333,49.1666666666667,-11.6666666666667
"2211","Sampdoria","Genoa","Serie A","Serie A","Riccardo Saponara",-26,-14,11,0,-37,-54,-44,-11,-23,-10,0,0,0,-24,-21,-29,65
"2212","Genoa","Lecce","Serie A","Serie A","Riccardo Saponara",28,14,-11,0,20,56,33,33,26,17,10,0,0,37,21,11,-9
"2213","Lecce","Fiorentina","Serie A","Serie A","Riccardo Saponara",-5,-3,0,0,-1.5,-5.5,-10,-18,-14.25,-14.75,-7.5,0,0,-14.5,-4.25,10.5,-48.5
"2214","Fiorentina","Spezia","Serie A","Serie A","Riccardo Saponara",-14,3,11,6,-12.5,-1.5,4,-18,-3.75,-12.25,-2.5,0,0,-9.5,10.25,0.5,27.5
"2215","Cagliari","Fiorentina","Serie A","Serie A","Riccardo Sottil",-10.3333333333333,-5.33333333333334,3.66666666666667,2,-18.3333333333333,-4.66666666666667,19.6666666666667,-5.33333333333333,-23.3333333333333,2.66666666666667,0,0,0,-32.3333333333333,1.33333333333333,-9.33333333333334,11
"2216","Watford","Everton","Premier League","Premier League","Richarlison",-1.75,11.25,5.5,0,-1.75,-1,-0.25,-2.75,-17,-7.5,-4,3.5,0,3.5,-8.25,-1.25,-16.5
"2217","Everton","Tottenham","Premier League","Premier League","Richarlison",-48.25,-21.25,-5.5,0,-38.25,-26,-5.75,-18.25,-21,-23.5,4,-3.5,0,-40.5,-29.75,-25.75,7.5
"2218","Mainz 05","Wolfsburg","Bundesliga","Bundesliga","Ridle Baku",48.9166666666667,21.75,-2.75,0,39.4166666666667,37.0833333333333,27.5833333333333,36.75,28.0833333333333,41.3333333333333,0,0,0,46.25,29.5,43.4166666666667,-12.9166666666667
"2219","Arminia","Freiburg","Bundesliga","Bundesliga","Ritsu Doan",-8,26,0,0,-2,-2,2,-23,-24,-2,2,0,0,-4,-19,-5,-8
"2220","Leicester City","Manchester City","Premier League","Premier League","Riyad Mahrez",-30.6,-25.6,0,0,-23.8,-22,-3.59999999999999,-5.40000000000001,-16,-38.6,2.59999999999999,0,0,-30.8,-24,-36.8,10
"2221","Betis","Lazio","La Liga","Serie A","Riza Durmisi",-54,0,0,0,-20,-19,-27,-24,-42,-43,0,14,0,-44,-21,-28,-5
"2222","Lazio","Nice","Serie A","Ligue 1","Riza Durmisi",-7,-54,0,0,-18,-20,0,-12,0,-14,0,-14,0,-8,-7,-3,-5
"2223","Union Berlin","Leverkusen","Bundesliga","Bundesliga","Robert Andrich",-11.5,-3.5,-5.5,-3,-8,-24,0,-27.5,-6.5,-1,-5,0,0,-10.5,-3.5,4,-9
"2224","Werder Bremen","Nürnberg","Bundesliga","Bundesliga","Robert Bauer",23,0,11,6,14,15,0,21,9,5,0,0,0,16,10,23,-12
"2225","Bayern Munich","Barcelona","Bundesliga","La Liga","Robert Lewandowski",2.59999999999999,14.6,11,6,9.40000000000001,4.59999999999999,0.799999999999997,-0.799999999999997,-13.6,11,-10.8,0,0,-3.6,0.599999999999994,-5.40000000000001,15.6
"2226","West Ham","West Brom","Premier League","Premier League","Robert Snodgrass",-41,-32.5,0,0,-41.5,-36,-17,-46.5,-24.5,-18,0,-7,0,-38.5,-20,-29,4
"2227","Málaga","Alavés","La Liga","La Liga","Roberto",-61,18,0,0,-6,-5,0,0,-14,6,0,0,0,-18,-35,-7,6
"2228","Alavés","West Ham","La Liga","Premier League","Roberto",-4,-18,0,0,0,-5,0,0,0,-6,0,0,5,5,9,0,0
"2229","West Ham","Valladolid","Premier League","La Liga","Roberto",16,0,11,0,0,-6,0,0,0,0,0,0,-5,-4,-14,0,0
"2230","Chievo","Parma","Serie A","Serie A","Roberto Inglese",-46,-12.6666666666667,0,0,-21,-31,-5.33333333333333,-18,-20.6666666666667,-34.3333333333333,-6.66666666666667,0,0,-19.6666666666667,-32.6666666666667,-34,-4.33333333333334
"2231","Watford","Udinese","Premier League","Serie A","Roberto Pereyra",12,23.6666666666667,3.66666666666667,2,17.3333333333333,8,-3.66666666666666,-0.666666666666657,4.66666666666667,12.6666666666667,-7.33333333333334,4.66666666666667,0,6.66666666666666,-4.66666666666667,-19.3333333333333,6.66666666666667
"2232","Atalanta","Spezia","Serie A","Serie A","Roberto Piccoli",25.3333333333333,0,0,0,47,38.6666666666667,22,13,14,12.3333333333333,10,0,0,6,34,58.6666666666667,-36.3333333333333
"2233","Spezia","Genoa","Serie A","Serie A","Roberto Piccoli",-18,0,0,0,-34,-46,-15,-6,-6,-10,-10,0,0,0,-10,-34,21
"2234","Genoa","Empoli","Serie A","Serie A","Roberto Piccoli",9,0,0,0,11,16,15,0,0,0,0,0,0,5,7,13,-6
"2235","Empoli","Hellas Verona","Serie A","Serie A","Roberto Piccoli",-10,0,0,0,-14,0,4,11,-8,-6,0,0,0,-10,-34,-21,-23
"2236","Málaga","Espanyol","La Liga","La Liga","Roberto Rosales",-33,-43,0,0,-9,-9,-15,-15,-24,-11,-10,0,0,-24,-1,-27,28
"2237","Espanyol","Leganés","La Liga","La Liga","Roberto Rosales",3,38,0,0,-1,-26,9,8,10,-10,0,-17,0,-6,-15,23,-54
"2238","Granada","Levante","La Liga","La Liga","Roberto Soldado",-36.5,-4.5,6.5,3,-45,-42.5,-6,-33,-15,-22,-5,0,0,-29.5,-43,-41,-6.5
"2239","Villarreal","Torino","La Liga","Serie A","Roberto Soriano",-22,-26,0,0,-39,-38,-17,-2,6,-39,0,0,0,-24,-13,-19,0
"2240","Torino","Bologna","Serie A","Serie A","Roberto Soriano",51,34,4.8,1.2,37.2,39.6,4.40000000000001,6.40000000000001,14.6,42.8,7,2.8,0,43.4,30.6,30.6,9.6
"2241","Atalanta","Inter","Serie A","Serie A","Robin Gosens",-35.5,-22,-2.2,-1.2,-33.7,-49.6,-8.59999999999999,-13.4,-25.6,-37.6,-4,-3.40000000000001,-1,-39,-25.1,-21.7,4.8
"2242","Hoffenheim","Arminia","Bundesliga","Bundesliga","Robin Hack",47,32,0,0,44,47,37,40,26,22,0,0,0,53,27,46,-40
"2243","Wolfsburg","Union Berlin","Bundesliga","Bundesliga","Robin Knoche",19.3333333333333,36.6666666666667,0,0,23.6666666666667,12.6666666666667,2.33333333333333,-7.33333333333333,9.66666666666667,15,-3.33333333333333,0,-1.66666666666667,24,1.33333333333333,6,-8.66666666666666
"2244","Freiburg","Leeds United","Bundesliga","Premier League","Robin Koch",-7.66666666666666,0,0,0,-2.66666666666667,-15,-3,2.33333333333333,-7.66666666666666,-0.666666666666671,0,-3.66666666666666,1.66666666666667,1,-7.66666666666667,-7,-5.33333333333333
"2245","Roma","Cagliari","Serie A","Serie A","Robin Olsen",-26,-32,11,0,-6,-10,0,0,0,0,0,-14,0,-16,-4,-7,8
"2246","Cagliari","Everton","Serie A","Premier League","Robin Olsen",-28,18,-11,0,0,-14,0,0,0,0,0,0,0,-3,-5,0,0
"2247","Villarreal","Atlético Madrid","La Liga","La Liga","Rodri",-8,-11,0,0,-1,5,-9,-12,-5,0,0,0,0,0,-3,0,-3
"2248","Atlético Madrid","Manchester City","La Liga","Premier League","Rodri",0,4,0,0,-4.5,-16.5,-3,21,-8,-6.5,0,0,0,-0.5,-0.75,-4,0
"2249","Valencia","Betis","La Liga","La Liga","Rodrigo",-39.6666666666667,-43,-7.33333333333333,-2,-49.6666666666667,-17.3333333333333,-25,-8,-11.3333333333333,-8,-8,0,0,-3.33333333333334,-66.6666666666667,-57.6666666666667,-23.6666666666667
"2250","Betis","Leeds United","La Liga","Premier League","Rodrigo",25,55.3333333333333,0,0,48.6666666666667,-11.6666666666667,15,5,6.66666666666667,5.66666666666666,-3.33333333333333,4.66666666666667,0,7.33333333333334,55.6666666666667,52.3333333333333,17.3333333333333
"2251","Alavés","Mallorca","La Liga","La Liga","Rodrigo Battaglia",-45,-17.5,-11,0,-27,-25.5,-18,-11,-37,-15.5,0,15.5,0,-36.5,-22,-12.5,-12.5
"2252","Juventus","Tottenham","Serie A","Premier League","Rodrigo Bentancur",-5.7,19.3,-4.40000000000001,-2.40000000000001,-11.6,-14.7,-17.4,0.799999999999997,-6,-1.7,-2,0,0,-3.5,-8.09999999999999,-3.4,-13.6
"2253","Udinese","Atlético Madrid","Serie A","La Liga","Rodrigo De Paul",-20,4,-5.75,-1.5,5.5,-3.25,-9,-11.25,-14.75,-1,0,-7,0,-9,23.75,-1,31.5
"2254","Alavés","Almería","La Liga","La Liga","Rodrigo Ely",43.5,28.5,5.5,4.5,15.5,17.5,13.5,13,15,27.25,0,-8,5,35,15,26.5,-3.5
"2255","Atlético Madrid","Girona","La Liga","La Liga","Rodrigo Riquelme",73,18,0,0,67,74,40,65,42,33,0,14,0,68,37,32,31
"2256","Leganés","Dijon","La Liga","Ligue 1","Roger Assalé",10,-18,11,0,10,31,-2,0,14,22,-3,0,0,6,7,16,-2
"2257","Atalanta","Roma","Serie A","Serie A","Roger Ibanez",73.75,59.5,5.5,3,76.5,73.75,4.5,12.5,78.25,67.75,2.5,7.75,2.5,78,67.5,57.5,-16.5
"2258","Levante","Cádiz","La Liga","La Liga","Roger Martí",-39.2,-43.4,-2.2,-1.2,-13.8,-28,-1.2,-38.8,-11.4,-13.4,-6.40000000000001,0,-1,-17.2,-23,-26.8,-1.8
"2259","Cádiz","Elche","La Liga","La Liga","Roger Martí",2,14,0,0,-19,0,-8,25,0,-9,0,0,0,4,-9,-17,5
"2260","Hellas Verona","Newcastle Utd","Serie A","Premier League","Rolando Aarons",-15,0,0,0,-24,-25,18,-23,-6,-13,0,0,0,-9,-30,-29,-16
"2261","Crotone","Udinese","Serie A","Serie A","Rolando Mandragora",-36,-37.3333333333333,3.66666666666667,0,-26.6666666666667,-33,-15,-8.66666666666667,-28.6666666666667,-30,0,-9.33333333333333,0,-36.3333333333333,-31.6666666666667,-41.3333333333333,20.3333333333333
"2262","Udinese","Torino","Serie A","Serie A","Rolando Mandragora",-8,30.8333333333333,7.33333333333333,6,7.66666666666667,14,6,9.16666666666667,-9.33333333333333,-27.5,0,-4.66666666666667,0,2.83333333333334,-11.3333333333333,-8.66666666666666,-16.8333333333333
"2263","Torino","Fiorentina","Serie A","Serie A","Rolando Mandragora",16,6.5,-11,-6,4,-12,0,9.5,3,38.5,0,0,0,14.5,29,18,23.5
"2264","Rennes","Brest","Ligue 1","Ligue 1","Romain Del Castillo",12.5,4.5,5.5,0,8,17,-24.25,24.75,6.75,20.75,10,0,0,18.75,-1.5,3.5,-4.5
"2265","Monaco","Brest","Ligue 1","Ligue 1","Romain Faivre",71,-9,0,0,49,70.5,9,77.5,50.5,65,0,7,2.5,78,32.5,52.5,-77
"2266","Brest","Lyon","Ligue 1","Ligue 1","Romain Faivre",-51,-9,0,0,-29,-43.5,0,-21,-49,-47,0,-7,-2.5,-51.5,-27.5,-45.5,62
"2267","Lyon","Lorient","Ligue 1","Ligue 1","Romain Faivre",18,0,0,0,2,40,9,-4.5,-1.5,15,10,0,0,17.5,-12,24,-80
"2268","Saint-Étienne","Ajaccio","Ligue 1","Ligue 1","Romain Hamouma",-9,14,7.59999999999999,3.59999999999999,-6.59999999999999,-17.8,-5.8,-3.8,-13.8,-24.6,8,0,0,-12.8,-5.4,-16.4,11.6
"2269","Brest","Southampton","Ligue 1","Premier League","Romain Perraud",-16.5,13,0,0,1,-29,-6,-1.5,-18.5,8,0,-7,2.5,-18,-3,-15,10
"2270","Nîmes","Brest","Ligue 1","Ligue 1","Romain Philippoteaux",-68,-44,0,0,-47,-63,-15,-57,-46,-39,-10,0,0,-67,-12,-20,-5
"2271","Manchester Utd","Inter","Premier League","Serie A","Romelu Lukaku",-1.16666666666667,-19.3333333333333,0,0,7.83333333333333,23.3333333333333,-1.16666666666667,-11.6666666666667,-7.5,-6,-5,0,0,-1,-9.83333333333333,-9.33333333333333,-2.66666666666666
"2272","Inter","Chelsea","Serie A","Premier League","Romelu Lukaku",-23.3333333333333,-16.6666666666667,0,0,-44.3333333333333,-14.3333333333333,-1.33333333333333,-19.3333333333333,-9,-8,13,0,0,-5,0.333333333333329,0.333333333333329,1.66666666666666
"2273","Lille","Troyes","Ligue 1","Ligue 1","Rominigue Kouamé",76.5,67.5,0,0,74.5,76.5,9,9.5,56,57,0,-14,0,76,57,43,38.5
"2274","Saint-Étienne","Monaco","Ligue 1","Ligue 1","Ronaël Pierre-Gabriel",-27,-14,-11,0,-26,-24,0,-32,-19,-44,0,-14,0,-30,-3,-21,37
"2275","Monaco","Mainz 05","Ligue 1","Bundesliga","Ronaël Pierre-Gabriel",8,26,0,0,3,3,0,25,16,6,0,0,0,17,9,-3,24
"2276","Mainz 05","Brest","Bundesliga","Ligue 1","Ronaël Pierre-Gabriel",54,16,0,0,50,43.5,30,28.5,41.5,45,5,0,0,47.5,17.5,42.5,-46
"2277","Brest","Espanyol","Ligue 1","La Liga","Ronaël Pierre-Gabriel",-70,-28,11,6,-53,-57.5,-30,-30.5,-44.5,-58,-5,0,0,-60.5,-33.5,-50.5,50
"2278","Espanyol","Strasbourg","La Liga","Ligue 1","Ronaël Pierre-Gabriel",18,12,-11,-6,21,17,27,17,6,32,0,0,0,21,13,13,-22
"2279","Caen","Guingamp","Ligue 1","Ligue 1","Ronny Rodelin",-62,-18,0,0,-30,-41,-17,-40,-34,-42,0,0,0,-62,-13,-26,2
"2280","Monaco","Sevilla","Ligue 1","La Liga","Rony Lopes",-43,-16.6666666666667,0,0,-43,-51,-33.3333333333333,-26.3333333333333,-15,-47.6666666666667,-3.33333333333333,0,0,-39.6666666666667,-28.3333333333333,-37.3333333333333,-6.33333333333333
"2281","Sevilla","Nice","La Liga","Ligue 1","Rony Lopes",55,18,0,0,44,62,18,49,21,49,0,0,0,49,37,33,20
"2282","Nice","Troyes","Ligue 1","Ligue 1","Rony Lopes",13,14,0,0,6,8,0,2,-3,-7,0,0,0,13,17,13,12
"2283","Swansea City","Sevilla","Premier League","La Liga","Roque Mesa",8.5,10,5.5,3,17.5,10,13.5,26.5,-22,8.5,5,-7,0,-8,18.5,19.5,8
"2284","Sevilla","Leganés","La Liga","La Liga","Roque Mesa",29.5,22,-5.5,-3,21.5,39,4.5,32.5,18,7.5,-5,-7,0,32,16.5,36.5,-8
"2285","Leganés","Valladolid","La Liga","La Liga","Roque Mesa",-10,-11,11,3,-4,-13.5,12,-15,5,0.5,0,7,0,-6,2,-10,8
"2286","Chelsea","Aston Villa","Premier League","Premier League","Ross Barkley",33.8,-3.6,0,0,17.4,24,36.4,45.6,10.4,-4,10,0,0,24,29.2,37,-23
"2287","Aston Villa","Nice","Premier League","Ligue 1","Ross Barkley",-18,18,0,0,5,-5,-22,-5,9,25,-10,0,0,-6,-39,-20,-37
"2288","Montpellier","Monaco","Ligue 1","Ligue 1","Ruben Aguilar",-24.25,-6,3,0,-18.75,-19,-12,-8,-12.25,-20.25,2.5,-7,1.25,-22,-5.75,-13.75,9.25
"2289","Crystal Palace","Chelsea","Premier League","Premier League","Ruben Loftus-Cheek",-32.8,-10.8,0,0,-23.6,-38.8,-18.6,-19.6,-32.6,-25.4,-10,0,1,-35.4,-28.8,-46.6,17.2
"2290","Chelsea","Fulham","Premier League","Premier League","Ruben Loftus-Cheek",33.8,36.8,0,0,44.6,36.8,18.6,14.6,3.6,22.4,10,0,-1,24.4,36.8,51.6,-17.2
"2291","La Coruña","Osasuna","La Liga","La Liga","Rubén",-25,-44,0,0,0,-12,0,0,-8,6,0,0,0,-8,0,0,0
"2292","Osasuna","Espanyol","La Liga","La Liga","Rubén",-34.5,9,0,0,34,7,0,49,34.5,23,0,0,0,15.5,13.5,7,-2.5
"2293","Valladolid","Cádiz","La Liga","La Liga","Rubén Alcaraz",-21.5,-2.66666666666667,5.5,3,-6.83333333333333,-9.66666666666667,3,6.66666666666667,-14.8333333333333,-9.83333333333333,0,8.33333333333333,0,-16.8333333333333,-16.6666666666667,-23.3333333333333,4.66666666666666
"2294","Celta Vigo","Marseille","La Liga","Ligue 1","Rubén Blanco",-52.5,-32.5,-5.5,0,-6,-7.75,0,0,-8.25,-1.5,0,-3.5,0,-10.75,-14.5,-3.5,3.75
"2295","Real Sociedad","Bordeaux","La Liga","Ligue 1","Rubén Pardo",-21,-22,-5.5,0,-13,-16.5,-9,-28,-35,-4,-5,0,0,-33.5,-20,-23.5,37.5
"2296","Eibar","Villarreal","La Liga","La Liga","Rubén Peña",-34.5,-3.66666666666666,0,0,2.66666666666667,-21.5,-23,-21.6666666666667,-24,-40,0,0,1.66666666666667,-42.3333333333333,-11.5,-22,12.6666666666667
"2297","Villarreal","Osasuna","La Liga","La Liga","Rubén Peña",6,-0.333333333333336,11,0,10.3333333333333,-1,-6,11.6666666666667,3,15,0,0,-1.66666666666667,17.3333333333333,6,15,-12.6666666666667
"2298","Levante","Granada","La Liga","La Liga","Rubén Rochina",-16.25,-5.75,-5.75,-1.5,-28.5,-13.5,6.75,4.75,-15.75,-14.5,-2.5,0,0,-23.5,-16,-8.25,-15.25
"2299","Alavés","Valencia","La Liga","La Liga","Rubén Sobrino",-40.25,-42,0,0,-58.5,-50,-35,-32.75,-29,-42.25,0,0,0,-36,-58.75,-68.75,11
"2300","Valencia","Cádiz","La Liga","La Liga","Rubén Sobrino",56.5833333333333,53.5,0,0,58,68.1666666666667,35.1666666666667,35.0833333333333,52.1666666666667,48.5833333333333,3.33333333333333,0,0,60.6666666666667,63.4166666666667,67.4166666666667,-1.16666666666666
"2301","Wolves","Roma","Premier League","Serie A","Rui Patrício",-0.833333333333329,13,0,0,3,-11,0,0,-3,3,0,7,0,2,-17.5,-7,6.33333333333333
"2302","Granada","Betis","La Liga","La Liga","Rui Silva",-20,1,0,0,-2,-6.5,0,0,-10,0,0,-1.5,0,-18.5,3.5,0,1
"2303","Atalanta","Marseille","Serie A","Ligue 1","Ruslan Malinovskyi",-6.75,-1.25,-2.75,-1.5,-2.75,-17.5,-3,-10,-4,3.5,-3.25,0,0,-8.5,0.5,10.25,-13.75
"2304","Betis","Celta Vigo","La Liga","La Liga","Ryad Boudebouz",-7,7,11,0,-16.5,-8.5,-18,6,-10,-19,0,14,0,-4.5,6.5,-0.5,6
"2305","Celta Vigo","Saint-Étienne","La Liga","Ligue 1","Ryad Boudebouz",23.6666666666667,-10.6666666666667,-11,0,10,20.6666666666667,9,8.33333333333333,13.6666666666667,22,0,-14,0,28,4.66666666666666,15,-4
"2306","Wolves","Leicester City","Premier League","Premier League","Ryan Bennett",-43,-54.5,0,0,-36,-23.5,-9,-1.5,-27,-24.5,0,-8.5,0,-32,-42.5,-31.5,-34
"2307","Southampton","Leicester City","Premier League","Premier League","Ryan Bertrand",-68,-34.25,-2.75,0,-58,-69.25,-17.25,-36.5,-66.5,-53.25,0,-3.5,0,-55.5,-72.25,-57.75,-40.25
"2308","Bournemouth","Newcastle Utd","Premier League","Premier League","Ryan Fraser",-42.3333333333333,10,3.66666666666667,2,-4,-29.6666666666667,-12.6666666666667,-16.6666666666667,-31.3333333333333,-22.6666666666667,0,0,0,-40,-17,-21,-4.66666666666667
"2309","West Ham","Bournemouth","Premier League","Premier League","Ryan Fredericks",-15.5,-27.25,0,0,-23,-30.75,-9,-6.75,-35.75,-36,0,-3.5,0,-24,-20.5,-9.25,-32.75
"2310","Fulham","Hoffenheim","Premier League","Bundesliga","Ryan Sessegnon",-20,54,0,0,24,-45,-6,1,14,21,0,0,0,-16,-3,-25,24
"2311","Hoffenheim","Tottenham","Bundesliga","Premier League","Ryan Sessegnon",-26.6666666666667,-25.3333333333333,0,0,-42,2.66666666666667,-8,-18.3333333333333,-44.3333333333333,-29.3333333333333,0,4.66666666666667,0,-32.3333333333333,-16.3333333333333,-22,10.6666666666667
"2312","Hellas Verona","Udinese","Serie A","Serie A","Ryder Matos",-34.5,-18,0,0,-27,-62.5,-46,-31.5,-12,-49,0,0,0,-34.5,-36.5,-60.5,-2.5
"2313","Troyes","Nice","Ligue 1","Ligue 1","Rémi Walter",-19,-12,0,0,-9.33333333333333,-11.6666666666667,0,-11,-23.6666666666667,-12,0,0,0,-35.3333333333333,-19.6666666666667,-48,15.6666666666667
"2314","Saint-Étienne","Montpellier","Ligue 1","Ligue 1","Rémy Cabella",-67.5,-52.5,-5.5,-3,-53.5,-74.5,-38.5,-39.5,-26.5,-54.5,0,0,0,-64.5,-44,-51.5,-12.5
"2315","Montpellier","Lille","Ligue 1","Ligue 1","Rémy Cabella",64,44,0,0,49,68,27,47,28,51,0,14,0,58,34,27,23
"2316","Hellas Verona","Genoa","Serie A","Serie A","Rômulo",-45,-52,11,6,-20,-17,-4,-5,-25,-27,0,0,0,-36,-13,-42,24
"2317","Genoa","Lazio","Serie A","Serie A","Rômulo",-18,0,-11,-6,-24,-25,-6,-11,-29,-35,0,0,0,-24,3,2,3
"2318","Lazio","Brescia","Serie A","Serie A","Rômulo",29,26,0,0,39,35,18,-5,9,37,0,0,0,25,4,0,8
"2319","Villarreal","Huesca","La Liga","La Liga","Rúben Semedo",21,54,0,0,31,21,0,0,26,31,0,0,0,29,43,48,-19
"2320","Valencia","Levante","La Liga","La Liga","Rúben Vezo",39,26,-5.5,-3,27.25,28.5,0,-7.75,35.25,27.75,5,11.25,1.25,35.25,30.5,42.25,2.75
"2321","Wolves","Everton","Premier League","Premier League","Rúben Vinagre",-21.6666666666667,-12,0,0,-23.6666666666667,-6,-6,-34.3333333333333,-34.6666666666667,-24.3333333333333,0,0,0,-27.3333333333333,-25,-23.6666666666667,-20
"2322","Cagliari","Empoli","Serie A","Serie A","Răzvan Marin",-7.5,4,-5.5,-3,-10,-8,-4.5,-0.5,-7,-6,0,14,0,-6.5,3.5,-8,15
"2323","Athletic Club","Leganés","La Liga","La Liga","Sabin Merino",-8.5,-18,0,0,-16,-14,-13.5,-15.5,-8,-13,-10,0,0,-20,-15,-4,-24
"2324","Rennes","Dijon","Ligue 1","Ligue 1","Sacha Boey",59,12,-3.66666666666667,0,74.3333333333333,40.6666666666667,27,53,69.6666666666667,71,-3.33333333333333,14,0,72,56.6666666666667,55,-14.3333333333333
"2325","Nîmes","Angers","Ligue 1","Ligue 1","Sada Thioub",-34.6666666666667,-14.6666666666667,0,0,-31,-13.3333333333333,-14.6666666666667,-15.6666666666667,-21,-15.6666666666667,-10,0,0,-26.6666666666667,-20,-28.6666666666667,2
"2326","Angers","Saint-Étienne","Ligue 1","Ligue 1","Sada Thioub",-9.33333333333334,2.66666666666666,0,0,-28,-35.6666666666667,-18.3333333333333,-2.33333333333333,9,-11.3333333333333,0,0,0,0.666666666666664,-12,-19.3333333333333,5
"2327","Liverpool","Bayern Munich","Premier League","Bundesliga","Sadio Mané",-34.8,-13,-2.2,0,-34.8,-20.6,0.400000000000006,-12.6,-43.8,-47.6,1.59999999999999,0,0,-38.4,-10.6,-39.6,41.4
"2328","Saint-Étienne","Valladolid","Ligue 1","La Liga","Saidy Janko",-6,0,0,0,-20,-33,33,-4,7,-37,0,-14,0,-14,15,-4,32
"2329","Valladolid","Bochum","La Liga","Bundesliga","Saidy Janko",-2,-36,0,0,14,19,-33,-13,-13,13,0,17,0,8,-28,13,-62
"2330","Hannover 96","Schalke 04","Bundesliga","Bundesliga","Salif Sané",-34.6666666666667,-13,0,0,-30.6666666666667,-16.6666666666667,-6,-10.3333333333333,-14.6666666666667,-33,0,-9.33333333333333,0,-32.3333333333333,-5.33333333333333,-21.6666666666667,-0.666666666666671
"2331","Köln","Dortmund","Bundesliga","Bundesliga","Salih Özcan",-5.66666666666667,10.6666666666667,0,0,-15.3333333333333,-18,-24.3333333333333,-12.6666666666667,-1.33333333333333,-11,0,-9.33333333333333,0,-4,-23.3333333333333,-27.3333333333333,-6
"2332","Clermont Foot","Lens","Ligue 1","Ligue 1","Salis Abdul Samed",8,-16,-1,-6,6,0,0,-6,-5,3,0,0,5,2,-5,-8,1
"2333","West Brom","Newcastle Utd","Premier League","Premier League","Salomón Rondón",-4,-36,0,0,-25,-18,-1,-16,-22,-10,10,0,0,-9,-1,0,-10
"2334","Newcastle Utd","Everton","Premier League","Premier League","Salomón Rondón",-64,4,5.5,0,-33.5,-61,-18.5,-28,-26,-13,-10,0,0,-59,-40.5,-39.5,17.5
"2335","Crotone","Monza","Serie A","Serie A","Salvatore Molina",-64,0,0,0,-46,-67,-27,-29,-46,-42,0,0,-5,-74,-60,-42,-59
"2336","Torino","Genoa","Serie A","Serie A","Salvatore Sirigu",2.25,-26,0,0,-3,-0.5,0,0,-9,6,0,-7,5,-10.75,-8.25,-3.5,3.5
"2337","Cádiz","Rayo Vallecano","La Liga","La Liga","Salvi",-37,-20.5,-5.5,-3,-11.5,-25,-4,-15.5,-29.5,-6,0,-7,0,-33.5,-33.5,-29.5,-19.5
"2338","West Ham","Norwich City","Premier League","Premier League","Sam Byram",30,31,0,0,26,20.5,-9,-4,25.5,35.5,0,7,0,38.5,26.5,48,-23
"2339","West Brom","Crystal Palace","Premier League","Premier League","Sam Johnstone",-64,0,0,0,0,-23,0,0,-14,0,0,0,0,-19,-7,-7,7
"2340","Atalanta","Eint Frankfurt","Serie A","Bundesliga","Sam Lammers",14,18,0,0,9.5,-13.5,4.5,0,14,20,0,0,0,13.5,35.5,33.5,1
"2341","Eint Frankfurt","Empoli","Bundesliga","Serie A","Sam Lammers",12,-18,0,0,-2,27,0,22,5,19,0,0,0,8,-4,-8,4
"2342","Empoli","Sampdoria","Serie A","Serie A","Sam Lammers",7,18,0,0,32,33,0,-9,10,-16,0,0,0,1,15,33,-21
"2343","Bournemouth","Nott'ham Forest","Premier League","Premier League","Sam Surridge",17,32,0,0,32,33,33,14.5,-4,0,0,14,0,17,36.5,32,19
